user_id,task_id,task_type,task_complexity,estimated_duration,start_hour,time_since_last_break,previous_task_type,interruptions,energy_level,completed
1,T70,admin,3,49,20,166,admin,1,3,1
1,T71,deep,3,13,20,37,admin,1,3,0
1,T72,admin,4,23,9,144,deep,3,3,0
1,T73,deep,3,100,7,119,admin,1,3,0
1,T74,deep,3,39,19,83,deep,0,4,0
1,T75,deep,1,92,19,178,deep,6,3,0
1,T76,deep,4,23,11,60,deep,0,3,0
1,T77,routine,1,61,19,52,deep,1,4,1
1,T78,deep,4,101,13,1,routine,3,5,1
1,T79,admin,1,57,17,34,deep,2,3,1
1,T80,routine,5,76,17,160,admin,2,5,1
1,T81,routine,1,17,18,86,routine,2,5,1
1,T82,deep,2,61,13,20,routine,3,5,1
1,T83,routine,4,54,8,85,deep,1,5,0
1,T84,creative,1,91,22,60,routine,1,5,1
1,T85,creative,1,102,18,98,creative,1,3,1
1,T86,creative,5,70,11,48,creative,0,4,1
1,T87,routine,4,106,12,84,creative,1,4,0
1,T88,admin,1,18,10,48,routine,1,5,0
1,T89,deep,1,48,18,10,admin,0,5,1
1,T90,admin,5,10,13,107,deep,3,3,0
1,T91,creative,2,112,10,7,admin,1,4,1
1,T92,deep,1,56,7,67,creative,2,5,1
1,T93,routine,4,106,17,121,deep,2,3,0
1,T94,admin,3,84,18,9,routine,1,3,1
1,T95,routine,3,93,11,154,admin,6,5,0
1,T96,creative,2,110,22,126,routine,4,4,0
1,T97,creative,1,62,11,121,creative,1,5,1
1,T98,routine,1,72,13,74,creative,2,3,1
1,T99,admin,4,46,12,164,routine,2,3,0
1,T100,admin,4,44,16,125,admin,1,3,0
1,T101,routine,4,65,17,64,admin,0,3,0
1,T102,creative,3,76,16,44,routine,1,4,0
1,T103,deep,2,60,11,58,creative,1,4,0
1,T104,creative,5,51,10,34,deep,4,5,0
1,T105,creative,5,105,21,21,creative,1,3,0
1,T106,creative,5,96,8,41,creative,2,3,0
1,T107,routine,5,53,16,102,creative,1,5,0
1,T108,deep,5,107,16,178,routine,3,4,0
1,T109,deep,5,17,10,144,deep,2,5,1
1,T110,deep,5,56,17,148,deep,2,3,0
1,T111,routine,1,28,21,107,deep,3,4,1
1,T112,admin,3,84,22,178,routine,3,5,0
1,T113,creative,3,57,14,71,admin,4,4,0
1,T114,creative,5,56,19,30,creative,3,5,1
1,T115,admin,5,89,17,168,creative,1,3,0
1,T116,deep,3,17,22,70,admin,0,5,0
1,T117,creative,5,10,20,36,deep,0,3,1
1,T118,creative,1,45,8,103,creative,2,4,1
1,T119,deep,3,81,8,141,creative,2,3,0
1,T120,admin,2,49,22,118,deep,2,4,0
1,T121,creative,4,43,12,135,admin,1,5,1
1,T122,creative,5,48,6,144,creative,4,4,0
1,T123,deep,2,19,9,53,creative,0,4,1
1,T124,routine,4,62,20,21,deep,1,5,0
1,T125,admin,4,40,19,33,routine,0,4,1
1,T126,creative,4,58,20,92,admin,0,4,1
1,T127,deep,2,17,14,133,creative,2,5,0
1,T128,deep,3,18,7,171,deep,4,5,0
1,T129,admin,2,38,6,59,deep,2,5,1
1,T130,deep,5,110,6,23,admin,4,5,0
1,T131,creative,2,26,10,47,deep,3,4,0
1,T132,creative,4,80,14,12,creative,3,3,1
1,T133,admin,1,109,18,86,creative,2,5,1
1,T134,deep,4,79,17,171,admin,2,3,0
1,T135,deep,5,66,22,117,deep,2,4,0
1,T136,creative,2,95,22,99,deep,1,5,1
1,T137,creative,4,63,16,152,creative,3,5,0
1,T138,routine,2,85,15,174,creative,1,4,0
1,T139,routine,5,34,6,54,routine,2,5,1
1,T140,creative,4,60,14,159,routine,4,5,1
1,T141,creative,2,107,18,78,creative,0,4,1
1,T142,routine,1,14,16,142,creative,2,4,1
1,T143,admin,1,35,15,44,routine,3,5,1
1,T144,deep,1,58,20,51,admin,2,5,1
1,T145,admin,2,14,14,53,deep,1,4,1
1,T146,creative,2,30,19,133,admin,2,4,0
1,T147,deep,3,103,11,92,creative,3,5,0
1,T148,deep,4,117,11,168,deep,3,4,0
1,T149,routine,3,110,11,117,deep,0,4,0
1,T150,deep,5,68,7,16,routine,4,4,0
1,T151,deep,1,52,12,80,deep,1,4,0
1,T152,routine,1,46,15,35,deep,2,5,1
1,T153,admin,4,113,7,54,routine,1,3,0
1,T154,creative,3,117,18,172,admin,0,3,0
1,T155,deep,3,43,6,159,creative,3,4,1
1,T156,creative,3,99,19,16,deep,2,5,1
1,T157,creative,2,10,18,147,creative,0,4,0
1,T158,creative,1,14,6,144,creative,1,3,0
1,T159,creative,3,65,8,75,creative,2,5,0
1,T160,admin,5,30,19,131,creative,3,3,0
1,T161,routine,4,119,9,121,admin,4,3,0
1,T162,creative,2,13,8,33,routine,2,5,0
1,T163,deep,5,71,14,56,creative,1,4,0
1,T164,admin,5,70,8,127,deep,0,5,0
1,T165,routine,3,45,20,168,admin,2,4,1
1,T166,routine,3,60,19,125,routine,3,4,0
1,T167,creative,1,25,15,31,routine,1,3,1
1,T168,routine,2,95,22,67,creative,2,3,0
1,T169,creative,1,60,9,80,routine,6,5,0
1,T170,creative,1,43,14,72,creative,1,3,0
1,T171,deep,1,85,21,174,creative,2,4,1
1,T172,routine,4,27,22,82,deep,1,4,1
1,T173,admin,2,70,9,58,routine,3,3,0
1,T174,deep,5,73,8,146,admin,1,4,1
1,T175,deep,4,53,7,119,deep,2,4,1
1,T176,deep,2,25,21,71,deep,0,3,1
1,T177,creative,3,14,17,144,deep,4,3,0
1,T178,routine,1,28,10,122,creative,0,5,1
1,T179,creative,5,93,12,78,routine,0,5,0
1,T180,admin,5,29,15,104,creative,1,3,1
1,T181,admin,2,78,14,81,admin,2,5,1
1,T182,admin,2,98,8,1,admin,3,5,1
1,T183,deep,4,100,14,147,admin,3,4,0
1,T184,admin,3,19,14,95,deep,2,4,1
1,T185,creative,3,35,15,52,admin,3,4,1
1,T186,admin,1,118,6,112,creative,4,3,1
1,T187,admin,1,83,8,84,admin,2,3,1
1,T188,deep,2,28,22,42,admin,2,5,1
1,T189,deep,4,56,6,109,deep,1,5,1
1,T190,deep,2,42,16,15,deep,0,5,1
1,T191,admin,3,45,18,173,deep,2,5,0
1,T192,deep,2,90,14,133,admin,5,5,0
1,T193,creative,2,116,11,167,deep,3,4,0
1,T194,routine,3,67,18,3,creative,2,5,1
1,T195,deep,2,10,11,37,routine,0,3,1
1,T196,admin,4,30,12,108,deep,3,5,0
1,T197,deep,1,30,18,54,admin,3,3,0
1,T198,deep,1,94,14,5,deep,2,4,1
1,T199,deep,1,85,21,157,deep,2,3,0
2,T0,deep,5,26,13,84,routine,3,2,0
2,T1,admin,3,41,15,121,deep,1,3,0
2,T2,routine,3,87,12,46,admin,1,4,0
2,T3,routine,3,18,20,32,routine,3,2,0
2,T4,admin,3,22,6,161,routine,0,4,0
2,T5,creative,5,73,12,127,admin,2,3,0
2,T6,deep,2,58,12,52,creative,4,2,0
2,T7,routine,2,25,14,119,deep,3,4,0
2,T8,deep,5,92,7,168,routine,2,3,0
2,T9,admin,3,57,7,135,deep,4,2,1
2,T10,admin,2,86,18,78,admin,2,4,1
2,T11,admin,3,64,9,59,admin,3,4,1
2,T12,routine,1,18,7,60,admin,0,2,1
2,T13,creative,2,67,10,111,routine,3,2,0
2,T14,routine,5,68,12,91,creative,2,2,0
2,T15,deep,3,30,9,61,routine,1,2,0
2,T16,routine,3,66,13,129,deep,3,2,0
2,T17,admin,4,99,22,127,routine,4,3,0
2,T18,routine,5,119,18,154,admin,2,4,0
2,T19,routine,4,110,17,160,routine,1,4,0
2,T20,creative,5,105,8,78,routine,1,3,0
2,T21,creative,3,113,12,103,creative,1,4,0
2,T22,creative,3,29,17,42,creative,3,4,1
2,T23,deep,5,22,22,34,creative,0,4,1
2,T24,admin,3,39,21,34,deep,0,4,0
2,T25,admin,1,105,9,159,admin,0,4,1
2,T26,deep,5,94,15,82,admin,5,4,0
2,T27,deep,2,64,10,58,deep,2,3,1
2,T28,routine,1,23,16,31,deep,3,4,0
2,T29,routine,5,96,14,58,routine,2,4,1
2,T30,deep,4,74,20,103,routine,4,3,0
2,T31,deep,3,52,20,11,deep,6,2,0
2,T32,routine,2,84,13,107,deep,1,2,0
2,T33,admin,1,93,21,173,routine,2,4,0
2,T34,deep,5,96,14,162,admin,1,2,0
2,T35,deep,1,17,20,94,deep,1,4,1
2,T36,routine,1,26,15,93,deep,2,4,1
2,T37,admin,3,29,11,137,routine,0,4,0
2,T38,deep,5,49,13,39,admin,0,4,1
2,T39,admin,5,103,15,38,deep,1,2,0
2,T40,creative,2,95,9,81,admin,2,4,1
2,T41,deep,3,101,19,95,creative,1,3,0
2,T42,admin,3,53,21,59,deep,1,4,1
2,T43,admin,1,64,15,8,admin,1,3,1
2,T44,routine,1,24,15,14,admin,0,4,0
2,T45,creative,1,49,18,75,routine,3,3,0
2,T46,deep,4,68,13,140,creative,5,3,0
2,T47,deep,1,86,11,165,deep,2,4,1
2,T48,admin,5,47,13,71,deep,2,3,0
2,T49,deep,4,58,10,51,admin,2,3,0
2,T50,deep,4,22,18,126,deep,1,2,0
2,T51,routine,1,10,20,16,deep,1,4,1
2,T52,admin,3,99,20,12,routine,3,3,1
2,T53,deep,1,39,12,12,admin,3,2,1
2,T54,routine,1,49,20,179,deep,2,3,0
2,T55,routine,1,63,20,0,routine,2,4,1
2,T56,creative,1,66,13,71,routine,3,4,0
2,T57,deep,1,106,13,150,creative,2,2,1
2,T58,admin,1,58,8,114,deep,1,4,1
2,T59,routine,3,112,22,5,admin,5,3,1
2,T60,routine,2,22,22,104,routine,2,4,1
2,T61,routine,3,37,6,169,routine,3,3,1
2,T62,routine,3,18,20,143,routine,2,2,0
2,T63,admin,3,33,15,72,routine,6,4,0
2,T64,creative,5,53,20,161,admin,3,4,0
2,T65,admin,1,75,8,121,creative,3,2,0
2,T66,admin,5,24,19,179,admin,3,3,0
2,T67,routine,4,56,9,90,admin,5,2,0
2,T68,routine,3,70,10,121,routine,2,2,0
2,T69,creative,1,68,21,1,routine,1,3,0
2,T70,routine,4,48,18,122,creative,2,3,0
2,T71,deep,2,94,20,161,routine,0,2,0
2,T72,deep,5,10,6,169,deep,3,3,0
2,T73,creative,2,22,22,165,deep,3,4,0
2,T74,deep,5,36,18,158,creative,2,3,0
2,T75,deep,1,43,20,4,deep,1,4,1
2,T76,admin,4,26,19,12,deep,1,4,1
2,T77,deep,4,44,22,162,admin,2,2,0
2,T78,deep,3,59,6,98,deep,2,3,0
2,T79,deep,4,49,21,143,deep,0,2,0
2,T80,routine,5,75,8,135,deep,3,4,1
2,T81,deep,2,66,21,29,routine,3,3,1
2,T82,creative,5,103,11,121,deep,1,2,0
2,T83,routine,2,27,20,167,creative,3,4,0
2,T84,admin,3,52,22,95,routine,3,3,1
2,T85,deep,1,93,21,10,admin,3,3,1
2,T86,creative,3,114,14,22,deep,0,2,0
2,T87,deep,4,96,7,111,creative,4,4,0
2,T88,admin,3,57,7,9,deep,1,2,1
2,T89,deep,1,73,7,75,admin,0,3,1
2,T90,deep,1,27,8,89,deep,3,3,0
2,T91,creative,4,112,7,58,deep,3,4,0
2,T92,routine,4,21,18,42,creative,2,2,0
2,T93,admin,4,37,20,75,routine,1,3,0
2,T94,creative,4,46,8,142,admin,2,3,0
2,T95,creative,3,64,11,62,creative,2,2,1
2,T96,admin,5,28,7,140,creative,2,4,0
2,T97,deep,3,28,11,69,admin,2,3,0
2,T98,routine,3,46,9,43,deep,0,3,0
2,T99,deep,4,28,15,158,routine,3,2,0
2,T100,deep,4,19,7,59,deep,3,4,1
2,T101,creative,3,94,9,70,deep,0,3,0
2,T102,creative,1,84,6,46,creative,2,4,1
2,T103,routine,2,52,16,11,creative,1,3,1
2,T104,routine,2,69,11,27,routine,2,2,0
2,T105,creative,2,56,10,21,routine,0,3,1
2,T106,creative,2,41,7,11,creative,2,2,0
2,T107,routine,4,75,6,178,creative,1,4,0
2,T108,creative,2,38,20,11,routine,1,4,1
2,T109,admin,5,27,19,161,creative,2,2,0
2,T110,admin,5,109,6,172,admin,3,4,0
2,T111,creative,4,30,13,139,admin,2,4,0
2,T112,deep,4,26,14,53,creative,2,4,1
2,T113,deep,3,106,8,16,deep,1,3,1
2,T114,routine,5,93,8,132,deep,1,2,0
2,T115,admin,5,78,13,128,routine,1,4,1
2,T116,admin,3,38,21,98,admin,2,2,0
2,T117,creative,2,38,11,7,admin,1,4,0
2,T118,creative,3,117,17,108,creative,2,4,1
2,T119,creative,3,22,18,85,creative,2,4,1
2,T120,routine,2,99,21,114,creative,3,4,1
2,T121,deep,4,88,19,10,routine,2,4,0
2,T122,admin,4,111,22,169,deep,2,3,0
2,T123,deep,3,112,9,152,admin,4,2,0
2,T124,creative,5,98,9,74,deep,3,2,0
2,T125,deep,2,37,16,110,creative,2,2,0
2,T126,admin,3,39,22,157,deep,4,4,0
2,T127,routine,4,47,15,6,admin,2,3,0
2,T128,routine,5,59,11,51,routine,1,3,0
2,T129,routine,3,99,9,0,routine,0,3,0
2,T130,deep,5,33,9,177,routine,3,2,0
2,T131,deep,3,68,9,164,deep,0,3,1
2,T132,deep,1,13,16,65,deep,3,4,1
2,T133,deep,2,99,18,133,deep,1,3,0
2,T134,admin,5,39,15,32,deep,1,3,0
2,T135,creative,5,85,6,116,admin,2,3,0
2,T136,deep,3,91,17,165,creative,1,4,0
2,T137,deep,4,91,9,112,deep,1,3,1
2,T138,admin,2,34,21,94,deep,2,4,1
2,T139,admin,5,31,10,41,admin,2,3,0
2,T140,creative,3,12,15,91,admin,2,3,0
2,T141,deep,3,17,13,121,creative,1,2,0
2,T142,routine,5,76,21,8,deep,2,4,1
2,T143,admin,1,31,22,171,routine,0,4,1
2,T144,routine,1,98,17,88,admin,0,3,0
2,T145,admin,1,45,16,133,routine,2,2,0
2,T146,routine,2,68,20,136,admin,1,2,0
2,T147,creative,2,76,13,5,routine,2,2,0
2,T148,routine,2,91,7,44,creative,2,3,1
2,T149,deep,3,28,8,52,routine,5,3,0
2,T150,admin,3,91,17,91,deep,3,3,0
2,T151,admin,3,107,8,167,admin,2,3,0
2,T152,routine,3,69,18,45,admin,0,4,0
2,T153,creative,2,113,14,64,routine,1,4,1
2,T154,deep,5,116,20,148,creative,3,4,0
